Order_ID,Date,Product,Region,Quantity,UnitPrice,Total_Sales
1139,2025-05-20,Matcha Latte,North,3,150.0,450.0
1140,2025-05-21,Espresso,North,3,150.0,450.0
1141,2025-05-22,Matcha Latte,East,1,180.0,180.0
1142,2025-05-23,Croissant,North,4,260.0,1040.0
1143,2025-05-24,Croissant,West,4,290.0,1160.0
1144,2025-05-25,Croissant,South,2,150.0,300.0
1145,2025-05-26,Croissant,North,4,290.0,1160.0
1146,2025-05-27,Croissant,East,4,150.0,600.0
1147,2025-05-28,Cold Brew,West,1,220.0,220.0
1148,2025-05-29,Latte,North,4,150.0,600.0
1149,2025-05-30,Croissant,West,3,180.0,540.0
1150,2025-05-31,Espresso,East,1,260.0,260.0
1151,2025-06-01,Espresso,East,1,220.0,220.0
1152,2025-06-02,Espresso,West,2,150.0,300.0
1153,2025-06-03,Espresso,North,4,290.0,1160.0
1154,2025-06-04,Cold Brew,South,2,220.0,440.0
1155,2025-06-05,Espresso,East,3,220.0,660.0
1156,2025-06-06,Croissant,North,1,150.0,150.0
1157,2025-06-07,Matcha Latte,North,1,220.0,220.0
1158,2025-06-08,Espresso,South,1,290.0,290.0
1159,2025-06-09,Cold Brew,East,3,220.0,660.0
1160,2025-06-10,Cold Brew,East,3,290.0,870.0
1161,2025-06-11,Espresso,North,2,150.0,300.0
1162,2025-06-12,Matcha Latte,North,2,260.0,520.0
1163,2025-06-13,Espresso,South,2,220.0,440.0
1164,2025-06-14,Cold Brew,South,4,260.0,1040.0
1165,2025-06-15,Latte,East,1,290.0,290.0
1166,2025-06-16,Croissant,West,1,220.0,220.0
1167,2025-06-17,Cold Brew,East,2,180.0,360.0
1168,2025-06-18,Espresso,North,1,260.0,260.0
1169,2025-06-19,Croissant,East,2,220.0,440.0
1170,2025-06-20,Espresso,West,4,260.0,1040.0
1171,2025-06-21,Espresso,South,4,220.0,880.0
1172,2025-06-22,Latte,West,3,150.0,450.0
1173,2025-06-23,Croissant,West,4,260.0,1040.0
1174,2025-06-24,Croissant,West,2,180.0,360.0
1175,2025-06-25,Latte,South,4,180.0,720.0
1176,2025-06-26,Cold Brew,West,3,290.0,870.0
1177,2025-06-27,Espresso,West,1,220.0,220.0
1178,2025-06-28,Matcha Latte,West,2,260.0,520.0
1179,2025-06-29,Espresso,North,1,290.0,290.0
1180,2025-06-30,Espresso,West,3,260.0,780.0
1181,2025-07-01,Cold Brew,South,3,220.0,660.0
1182,2025-07-02,Espresso,West,3,180.0,540.0
1183,2025-07-03,Latte,West,1,150.0,150.0
1184,2025-07-04,Latte,South,1,180.0,180.0
1185,2025-07-05,Croissant,West,1,290.0,290.0
1186,2025-07-06,Matcha Latte,South,1,150.0,150.0
1187,2025-07-07,Espresso,West,3,290.0,870.0
1188,2025-07-08,Espresso,South,3,220.0,660.0
1189,2025-07-09,Cold Brew,West,2,150.0,300.0
1190,2025-07-10,Latte,West,2,290.0,580.0
1191,2025-07-11,Matcha Latte,North,1,220.0,220.0
1192,2025-07-12,Croissant,North,4,180.0,720.0
1193,2025-07-13,Latte,West,4,220.0,880.0
1194,2025-07-14,Croissant,West,3,260.0,780.0
1195,2025-07-15,Cold Brew,East,3,220.0,660.0
1196,2025-07-16,Cold Brew,South,3,220.0,660.0
1197,2025-07-17,Espresso,East,2,260.0,520.0
1198,2025-07-18,Matcha Latte,North,2,290.0,580.0
1199,2025-07-19,Croissant,North,3,290.0,870.0
1200,2025-07-20,Latte,North,3,220.0,660.0
1201,2025-07-21,Cold Brew,North,3,260.0,780.0
1202,2025-07-22,Espresso,West,4,260.0,1040.0
1203,2025-07-23,Espresso,North,2,180.0,360.0
1204,2025-07-24,Croissant,West,4,290.0,1160.0
1205,2025-07-25,Cold Brew,West,4,150.0,600.0
1206,2025-07-26,Matcha Latte,North,3,290.0,870.0
1207,2025-07-27,Cold Brew,North,3,290.0,870.0
1208,2025-07-28,Croissant,South,1,180.0,180.0
1209,2025-07-29,Croissant,East,1,150.0,150.0
1210,2025-07-30,Cold Brew,North,4,180.0,720.0
1211,2025-07-31,Croissant,South,2,150.0,300.0
1212,2025-08-01,Cold Brew,South,3,220.0,660.0
1213,2025-08-02,Latte,East,3,150.0,450.0
1214,2025-08-03,Cold Brew,West,4,180.0,720.0
1215,2025-08-04,Cold Brew,North,1,290.0,290.0
1216,2025-08-05,Croissant,East,2,150.0,300.0
1217,2025-08-06,Croissant,North,1,150.0,150.0
1218,2025-08-07,Espresso,South,1,260.0,260.0
1219,2025-08-08,Espresso,South,1,290.0,290.0
1220,2025-08-09,Latte,West,1,220.0,220.0
1221,2025-08-10,Espresso,South,3,180.0,540.0
1222,2025-08-11,Cold Brew,South,3,220.0,660.0
1223,2025-08-12,Croissant,East,1,290.0,290.0
1224,2025-08-13,Espresso,North,2,150.0,300.0
1225,2025-08-14,Espresso,North,4,150.0,600.0
1226,2025-08-15,Latte,East,2,290.0,580.0
1227,2025-08-16,Latte,West,2,150.0,300.0
1228,2025-08-17,Cold Brew,North,2,150.0,300.0
1229,2025-08-18,Croissant,South,1,150.0,150.0
1230,2025-08-19,Latte,North,3,180.0,540.0
1231,2025-08-20,Espresso,South,2,180.0,360.0
1232,2025-08-21,Croissant,West,1,260.0,260.0
1233,2025-08-22,Croissant,East,2,220.0,440.0
1234,2025-08-23,Espresso,North,2,290.0,580.0
1235,2025-08-24,Latte,East,1,290.0,290.0
1236,2025-08-25,Espresso,North,3,290.0,870.0
1237,2025-08-26,Croissant,South,3,260.0,780.0
1238,2025-08-27,Matcha Latte,East,4,180.0,720.0
1239,2025-08-28,Matcha Latte,North,1,260.0,260.0
1240,2025-08-29,Cold Brew,South,4,290.0,1160.0
1241,2025-08-30,Espresso,East,4,220.0,880.0
1242,2025-08-31,Espresso,East,4,150.0,600.0
1243,2025-09-01,Cold Brew,North,3,180.0,540.0
1244,2025-09-02,Cold Brew,North,1,180.0,180.0
1245,2025-09-03,Cold Brew,North,4,260.0,1040.0
1246,2025-09-04,Croissant,South,1,180.0,180.0
1247,2025-09-05,Espresso,North,1,290.0,290.0
1248,2025-09-06,Croissant,East,3,290.0,870.0
1249,2025-09-07,Cold Brew,East,4,260.0,1040.0
1250,2025-09-08,Espresso,North,4,290.0,1160.0
1251,2025-09-09,Croissant,North,1,220.0,220.0
1252,2025-09-10,Croissant,West,2,260.0,520.0
1253,2025-09-11,Cold Brew,East,3,220.0,660.0
1254,2025-09-12,Espresso,South,3,150.0,450.0
1255,2025-09-13,Cold Brew,West,3,220.0,660.0
1256,2025-09-14,Espresso,North,3,150.0,450.0
1257,2025-09-15,Matcha Latte,North,4,150.0,600.0
1258,2025-09-16,Latte,East,4,220.0,880.0
1259,2025-09-17,Latte,North,2,260.0,520.0
1260,2025-09-18,Latte,South,3,290.0,870.0
1261,2025-09-19,Cold Brew,East,3,290.0,870.0
1262,2025-09-20,Matcha Latte,North,1,150.0,150.0
1263,2025-09-21,Espresso,East,4,150.0,600.0
1264,2025-09-22,Croissant,North,3,260.0,780.0
1265,2025-09-23,Espresso,North,2,180.0,360.0
1266,2025-09-24,Croissant,North,2,220.0,440.0
1267,2025-09-25,Espresso,South,4,150.0,600.0
1268,2025-09-26,Matcha Latte,South,2,290.0,580.0
1269,2025-09-27,Croissant,East,2,260.0,520.0
1270,2025-09-28,Cold Brew,North,4,220.0,880.0
1271,2025-09-29,Espresso,North,3,260.0,780.0
1272,2025-09-30,Espresso,South,3,220.0,660.0
1273,2025-10-01,Croissant,North,2,220.0,440.0
1274,2025-10-02,Cold Brew,South,2,150.0,300.0
1275,2025-10-03,Cold Brew,North,3,260.0,780.0
1276,2025-10-04,Matcha Latte,East,4,260.0,1040.0
1277,2025-10-05,Cold Brew,North,2,290.0,580.0
1278,2025-10-06,Cold Brew,North,1,290.0,290.0
1279,2025-10-07,Cold Brew,West,4,150.0,600.0
1280,2025-10-08,Latte,South,2,150.0,300.0
1281,2025-10-09,Matcha Latte,North,2,180.0,360.0
1282,2025-10-10,Espresso,North,1,290.0,290.0
1283,2025-10-11,Croissant,West,1,220.0,220.0
1284,2025-10-12,Espresso,West,3,260.0,780.0
1285,2025-10-13,Matcha Latte,South,4,150.0,600.0
1286,2025-10-14,Croissant,West,4,260.0,1040.0
1287,2025-10-15,Matcha Latte,East,3,260.0,780.0
1288,2025-10-16,Cold Brew,West,4,180.0,720.0
1289,2025-10-17,Croissant,East,4,290.0,1160.0
1290,2025-10-18,Cold Brew,South,4,150.0,600.0
1291,2025-10-19,Espresso,South,4,260.0,1040.0
1292,2025-10-20,Espresso,South,4,150.0,600.0
1293,2025-10-21,Croissant,South,1,220.0,220.0
1294,2025-10-22,Croissant,South,4,180.0,720.0
1295,2025-10-23,Matcha Latte,East,1,220.0,220.0
1296,2025-10-24,Matcha Latte,East,4,150.0,600.0
1297,2025-10-25,Cold Brew,South,3,150.0,450.0
1298,2025-10-26,Croissant,West,2,290.0,580.0
1299,2025-10-27,Espresso,North,1,260.0,260.0
1300,2025-10-28,Matcha Latte,South,4,260.0,1040.0
1301,2025-10-29,Matcha Latte,West,3,220.0,660.0
1302,2025-10-30,Espresso,North,2,180.0,360.0
1303,2025-10-31,Matcha Latte,South,1,260.0,260.0
1304,2025-11-01,Cold Brew,South,2,290.0,580.0
1305,2025-11-02,Croissant,East,3,220.0,660.0
1306,2025-11-03,Espresso,North,1,220.0,220.0
1307,2025-11-04,Croissant,North,2,290.0,580.0
1308,2025-11-05,Matcha Latte,West,4,180.0,720.0
1309,2025-11-06,Matcha Latte,East,1,290.0,290.0
1310,2025-11-07,Espresso,East,2,180.0,360.0
1311,2025-11-08,Cold Brew,East,3,290.0,870.0
1312,2025-11-09,Latte,East,3,290.0,870.0
1313,2025-11-10,Espresso,North,1,150.0,150.0
1314,2025-11-11,Latte,North,2,220.0,440.0
1315,2025-11-12,Latte,South,1,290.0,290.0
1316,2025-11-13,Cold Brew,South,1,290.0,290.0
1317,2025-11-14,Latte,East,2,260.0,520.0
1318,2025-11-15,Latte,East,2,220.0,440.0
1319,2025-11-16,Cold Brew,East,4,260.0,1040.0
1320,2025-11-17,Latte,South,2,220.0,440.0
1321,2025-11-18,Latte,West,3,260.0,780.0
1322,2025-11-19,Latte,West,1,290.0,290.0
1323,2025-11-20,Espresso,South,1,290.0,290.0
1324,2025-11-21,Espresso,South,3,150.0,450.0
1325,2025-11-22,Espresso,South,2,260.0,520.0
1326,2025-11-23,Cold Brew,South,3,180.0,540.0
1327,2025-11-24,Matcha Latte,South,3,150.0,450.0
1328,2025-11-25,Latte,South,4,260.0,1040.0
1329,2025-11-26,Latte,East,3,260.0,780.0
1330,2025-11-27,Cold Brew,East,1,150.0,150.0
1331,2025-11-28,Latte,East,3,290.0,870.0
1332,2025-11-29,Espresso,East,1,260.0,260.0
1333,2025-11-30,Matcha Latte,South,1,290.0,290.0
1334,2025-12-01,Croissant,West,1,150.0,150.0
1335,2025-12-02,Latte,North,2,290.0,580.0
1336,2025-12-03,Espresso,South,4,220.0,880.0
1337,2025-12-04,Croissant,North,1,180.0,180.0
1338,2025-12-05,Matcha Latte,West,1,260.0,260.0
1339,2025-12-06,Croissant,East,2,180.0,360.0
1340,2025-12-07,Espresso,West,1,290.0,290.0
1341,2025-12-08,Croissant,South,3,260.0,780.0
1342,2025-12-09,Cold Brew,East,3,290.0,870.0
1343,2025-12-10,Croissant,South,4,220.0,880.0
1344,2025-12-11,Latte,East,1,150.0,150.0
1345,2025-12-12,Latte,North,2,260.0,520.0
1346,2025-12-13,Cold Brew,North,3,220.0,660.0
1347,2025-12-14,Espresso,North,2,220.0,440.0
1348,2025-12-15,Latte,West,2,260.0,520.0
1349,2025-12-16,Matcha Latte,South,3,290.0,870.0
1350,2025-12-17,Latte,West,2,220.0,440.0
1351,2025-12-18,Latte,North,3,180.0,540.0
1352,2025-12-19,Espresso,South,2,220.0,440.0
1353,2025-12-20,Croissant,North,3,290.0,870.0
1354,2025-12-21,Latte,West,1,290.0,290.0
1355,2025-12-22,Cold Brew,West,4,180.0,720.0
1356,2025-12-23,Croissant,West,3,220.0,660.0
1357,2025-12-24,Matcha Latte,North,3,290.0,870.0
1358,2025-12-25,Espresso,South,4,260.0,1040.0
1359,2025-12-26,Matcha Latte,South,3,150.0,450.0
1360,2025-12-27,Croissant,North,3,150.0,450.0
1361,2025-12-28,Croissant,South,2,150.0,300.0
1362,2025-12-29,Croissant,North,4,220.0,880.0
1363,2025-12-30,Matcha Latte,South,1,180.0,180.0
1364,2025-12-31,Croissant,East,3,290.0,870.0
1365,2026-01-01,Matcha Latte,East,4,260.0,1040.0
1366,2026-01-02,Croissant,West,2,260.0,520.0
1367,2026-01-03,Cold Brew,East,1,220.0,220.0
1368,2026-01-04,Croissant,East,4,150.0,600.0
1369,2026-01-05,Matcha Latte,East,1,220.0,220.0
1370,2026-01-06,Latte,North,1,180.0,180.0
1371,2026-01-07,Croissant,East,1,180.0,180.0
1372,2026-01-08,Latte,East,3,290.0,870.0
1373,2026-01-09,Cold Brew,West,3,290.0,870.0
1374,2026-01-10,Espresso,East,2,180.0,360.0
1375,2026-01-11,Cold Brew,East,2,180.0,360.0
1376,2026-01-12,Croissant,South,4,180.0,720.0
1377,2026-01-13,Latte,West,2,220.0,440.0
1378,2026-01-14,Latte,West,1,180.0,180.0
1379,2026-01-15,Matcha Latte,West,1,260.0,260.0
1380,2026-01-16,Latte,West,3,150.0,450.0
1381,2026-01-17,Matcha Latte,West,1,180.0,180.0
1382,2026-01-18,Espresso,West,4,150.0,600.0
1383,2026-01-19,Croissant,North,1,220.0,220.0
1384,2026-01-20,Matcha Latte,East,1,150.0,150.0
1385,2026-01-21,Espresso,West,4,220.0,880.0
1386,2026-01-22,Latte,East,2,260.0,520.0
1387,2026-01-23,Latte,East,2,220.0,440.0
1388,2026-01-24,Espresso,North,4,220.0,880.0
1389,2026-01-25,Latte,West,3,290.0,870.0
1390,2026-01-26,Espresso,South,1,180.0,180.0
1391,2026-01-27,Matcha Latte,North,4,180.0,720.0
1392,2026-01-28,Matcha Latte,South,1,260.0,260.0
1393,2026-01-29,Espresso,East,3,260.0,780.0
1394,2026-01-30,Matcha Latte,East,1,180.0,180.0
1395,2026-01-31,Matcha Latte,North,4,290.0,1160.0
1396,2026-02-01,Matcha Latte,North,1,180.0,180.0
1397,2026-02-02,Cold Brew,South,2,290.0,580.0
1398,2026-02-03,Croissant,West,3,260.0,780.0
1399,2026-02-04,Latte,South,3,150.0,450.0
1400,2026-02-05,Cold Brew,North,3,260.0,780.0
1401,2026-02-06,Matcha Latte,South,4,260.0,1040.0
1402,2026-02-07,Espresso,North,3,220.0,660.0
1403,2026-02-08,Matcha Latte,South,2,220.0,440.0
1404,2026-02-09,Croissant,North,4,220.0,880.0
1405,2026-02-10,Matcha Latte,North,2,220.0,440.0
1406,2026-02-11,Espresso,North,1,290.0,290.0
1407,2026-02-12,Croissant,West,1,180.0,180.0
1408,2026-02-13,Matcha Latte,South,1,150.0,150.0
1409,2026-02-14,Croissant,South,1,260.0,260.0
1410,2026-02-15,Latte,South,2,290.0,580.0
1411,2026-02-16,Latte,North,4,150.0,600.0
1412,2026-02-17,Matcha Latte,South,4,290.0,1160.0
1413,2026-02-18,Croissant,South,3,290.0,870.0
1414,2026-02-19,Espresso,North,2,260.0,520.0
1415,2026-02-20,Matcha Latte,East,1,180.0,180.0
1416,2026-02-21,Latte,North,2,220.0,440.0
1417,2026-02-22,Latte,South,3,180.0,540.0
1418,2026-02-23,Matcha Latte,North,3,260.0,780.0
1419,2026-02-24,Croissant,East,2,260.0,520.0
1420,2026-02-25,Latte,North,2,260.0,520.0
1421,2026-02-26,Croissant,South,2,150.0,300.0
1422,2026-02-27,Latte,East,4,180.0,720.0
1423,2026-02-28,Latte,West,1,180.0,180.0
1424,2026-03-01,Cold Brew,South,2,290.0,580.0
1425,2026-03-02,Latte,East,2,290.0,580.0
1426,2026-03-03,Espresso,East,2,290.0,580.0
1427,2026-03-04,Matcha Latte,West,3,260.0,780.0
1428,2026-03-05,Matcha Latte,North,3,180.0,540.0
1429,2026-03-06,Croissant,North,4,260.0,1040.0
1430,2026-03-07,Latte,South,1,150.0,150.0
1431,2026-03-08,Espresso,West,4,290.0,1160.0
1432,2026-03-09,Croissant,North,1,260.0,260.0
1433,2026-03-10,Cold Brew,West,3,260.0,780.0
1434,2026-03-11,Croissant,North,3,150.0,450.0
1435,2026-03-12,Croissant,East,3,220.0,660.0
1436,2026-03-13,Latte,North,4,180.0,720.0
1437,2026-03-14,Cold Brew,West,2,220.0,440.0
1438,2026-03-15,Croissant,East,2,290.0,580.0
1439,2026-03-16,Espresso,East,3,260.0,780.0
1440,2026-03-17,Espresso,East,2,150.0,300.0
1441,2026-03-18,Matcha Latte,West,2,150.0,300.0
1442,2026-03-19,Cold Brew,South,4,180.0,720.0
1443,2026-03-20,Cold Brew,South,1,220.0,220.0
1444,2026-03-21,Matcha Latte,South,3,180.0,540.0
1445,2026-03-22,Croissant,West,3,260.0,780.0
1446,2026-03-23,Cold Brew,East,4,180.0,720.0
1447,2026-03-24,Espresso,South,4,150.0,600.0
1448,2026-03-25,Espresso,West,2,150.0,300.0
1449,2026-03-26,Latte,South,3,290.0,870.0
1450,2026-03-27,Cold Brew,North,1,290.0,290.0
1451,2026-03-28,Croissant,South,4,260.0,1040.0
1452,2026-03-29,Matcha Latte,South,1,220.0,220.0
1453,2026-03-30,Matcha Latte,East,1,180.0,180.0
1454,2026-03-31,Croissant,West,3,260.0,780.0
1455,2026-04-01,Latte,East,3,290.0,870.0
1456,2026-04-02,Matcha Latte,East,4,180.0,720.0
1457,2026-04-03,Cold Brew,East,3,290.0,870.0
1458,2026-04-04,Latte,East,3,180.0,540.0
1459,2026-04-05,Cold Brew,East,3,220.0,660.0
1460,2026-04-06,Espresso,South,1,260.0,260.0
1461,2026-04-07,Latte,East,4,180.0,720.0
1462,2026-04-08,Matcha Latte,East,2,150.0,300.0
1463,2026-04-09,Latte,West,1,150.0,150.0
1464,2026-04-10,Latte,North,3,180.0,540.0
1465,2026-04-11,Latte,South,1,180.0,180.0
1466,2026-04-12,Latte,South,3,180.0,540.0
1467,2026-04-13,Cold Brew,South,3,150.0,450.0
1468,2026-04-14,Espresso,East,1,150.0,150.0
1469,2026-04-15,Croissant,East,4,180.0,720.0
1470,2026-04-16,Latte,East,3,290.0,870.0
1471,2026-04-17,Matcha Latte,West,4,290.0,1160.0
1472,2026-04-18,Latte,North,2,220.0,440.0
1473,2026-04-19,Matcha Latte,East,3,260.0,780.0
1474,2026-04-20,Cold Brew,North,4,290.0,1160.0
1475,2026-04-21,Matcha Latte,West,4,150.0,600.0
1476,2026-04-22,Croissant,South,2,290.0,580.0
1477,2026-04-23,Espresso,East,4,220.0,880.0
1478,2026-04-24,Matcha Latte,North,4,220.0,880.0
1479,2026-04-25,Matcha Latte,North,2,260.0,520.0
1480,2026-04-26,Espresso,East,3,290.0,870.0
1481,2026-04-27,Croissant,South,4,150.0,600.0
1482,2026-04-28,Latte,South,4,150.0,600.0
1483,2026-04-29,Matcha Latte,South,4,180.0,720.0
1484,2026-04-30,Espresso,West,1,150.0,150.0
1485,2026-05-01,Cold Brew,North,2,260.0,520.0
1486,2026-05-02,Espresso,North,1,260.0,260.0
1487,2026-05-03,Cold Brew,North,2,150.0,300.0
1488,2026-05-04,Croissant,West,3,150.0,450.0
1489,2026-05-05,Latte,North,3,180.0,540.0
1490,2026-05-06,Espresso,West,4,150.0,600.0
1491,2026-05-07,Matcha Latte,South,2,180.0,360.0
1492,2026-05-08,Croissant,East,3,180.0,540.0
1493,2026-05-09,Espresso,North,2,150.0,300.0
1494,2026-05-10,Matcha Latte,North,3,220.0,660.0
1495,2026-05-11,Espresso,South,1,220.0,220.0
1496,2026-05-12,Cold Brew,East,3,180.0,540.0
1497,2026-05-13,Espresso,West,1,150.0,150.0
1498,2026-05-14,Espresso,East,3,220.0,660.0
1499,2026-05-15,Espresso,South,4,150.0,600.0
